date,style_id,category,price_level,true_state,view_uv,detail_uv,tryon_uv,tryon_result_uv,want_uv,want_after_tryon_uv,confirm_direct_uv,confirm_detail_uv,confirm_after_tryon_uv,confirm_from_want_uv,total_confirm_uv
2026-04-14,S0146,rhinestone,mid,Stable,142,40,11,11,32,4,3,0,0,6,9
2026-04-15,S0146,rhinestone,mid,Stable,127,34,16,15,20,4,5,1,1,2,9
2026-04-16,S0146,rhinestone,mid,Stable,99,33,9,9,16,0,2,2,0,2,6
2026-04-17,S0146,rhinestone,mid,Stable,107,27,15,15,19,3,1,3,2,4,10
2026-04-18,S0146,rhinestone,mid,Stable,257,65,32,31,40,2,4,2,2,6,14
2026-04-19,S0146,rhinestone,mid,Stable,109,29,7,6,16,1,0,1,2,5,8
2026-04-20,S0146,rhinestone,mid,Stable,129,34,17,15,27,4,4,0,2,9,15
2026-04-21,S0146,rhinestone,mid,Stable,63,22,5,5,10,0,1,0,1,1,3
2026-04-22,S0146,rhinestone,mid,Stable,107,22,10,10,20,2,4,0,0,4,8
2026-04-23,S0146,rhinestone,mid,Stable,202,55,12,12,42,0,4,2,2,6,14
2026-04-24,S0146,rhinestone,mid,Stable,176,56,19,18,27,2,3,2,2,6,13
2026-04-25,S0146,rhinestone,mid,Stable,173,54,15,15,29,4,3,1,0,3,7
2026-04-26,S0146,rhinestone,mid,Stable,99,28,6,6,11,0,3,0,0,3,6
2026-04-27,S0146,rhinestone,mid,Stable,192,46,22,19,40,5,6,1,1,7,15
2026-04-28,S0146,rhinestone,mid,Stable,78,30,7,7,9,0,1,1,0,0,2
2026-04-29,S0146,rhinestone,mid,Stable,75,22,7,4,14,2,3,0,1,1,5
2026-04-30,S0146,rhinestone,mid,Stable,139,27,13,11,28,3,2,0,0,8,10
2026-01-01,S0147,gradient,mid,Cold_AfterWant,147,24,30,29,48,5,2,0,1,1,4
2026-01-02,S0147,gradient,mid,Cold_AfterWant,94,21,25,23,22,0,1,0,0,2,3
2026-01-03,S0147,gradient,mid,Cold_AfterWant,59,9,14,10,9,0,1,0,0,0,1
2026-01-04,S0147,gradient,mid,Cold_AfterWant,102,22,33,30,28,3,0,0,0,1,1
2026-01-05,S0147,gradient,mid,Cold_AfterWant,89,20,14,12,20,1,0,1,0,0,1
2026-01-06,S0147,gradient,mid,Cold_AfterWant,120,36,23,21,28,3,0,0,0,2,2
2026-01-07,S0147,gradient,mid,Cold_AfterWant,82,10,14,12,23,2,2,1,1,2,6
2026-01-08,S0147,gradient,mid,Cold_AfterWant,132,28,24,21,33,0,1,0,1,2,4
2026-01-09,S0147,gradient,mid,Cold_AfterWant,133,22,28,24,32,2,1,0,3,3,7
2026-01-10,S0147,gradient,mid,Cold_AfterWant,98,18,19,17,22,2,2,0,3,2,7
2026-01-11,S0147,gradient,mid,Cold_AfterWant,148,34,40,32,39,4,1,0,0,1,2
2026-01-12,S0147,gradient,mid,Cold_AfterWant,138,21,30,26,37,0,1,1,1,0,3
2026-01-13,S0147,gradient,mid,Cold_AfterWant,157,32,42,40,54,1,2,0,0,1,3
2026-01-14,S0147,gradient,mid,Cold_AfterWant,81,13,18,17,19,1,1,0,1,2,4
2026-01-15,S0147,gradient,mid,Cold_AfterWant,80,13,17,15,17,0,0,0,0,1,1
2026-01-16,S0147,gradient,mid,Cold_AfterWant,78,23,14,12,24,3,0,0,0,2,2
2026-01-17,S0147,gradient,mid,Cold_AfterWant,89,17,25,24,18,2,2,0,1,1,4
2026-01-18,S0147,gradient,mid,Cold_AfterWant,105,31,30,29,24,3,1,0,0,0,1
2026-01-19,S0147,gradient,mid,Cold_AfterWant,123,26,27,26,28,5,1,0,2,2,5
2026-01-20,S0147,gradient,mid,Cold_AfterWant,83,17,18,16,15,2,0,0,0,1,1
2026-01-21,S0147,gradient,mid,Cold_AfterWant,119,21,28,25,36,5,3,0,1,0,4
2026-01-22,S0147,gradient,mid,Cold_AfterWant,70,12,19,19,16,1,0,0,0,1,1
2026-01-23,S0147,gradient,mid,Cold_AfterWant,105,19,23,18,33,3,1,0,1,0,2
2026-01-24,S0147,gradient,mid,Cold_AfterWant,192,43,51,47,53,4,2,3,2,0,7
2026-01-25,S0147,gradient,mid,Cold_AfterWant,171,29,41,35,55,4,1,0,2,2,5
2026-01-26,S0147,gradient,mid,Cold_AfterWant,107,14,24,21,27,2,2,0,3,0,5
2026-01-27,S0147,gradient,mid,Cold_AfterWant,102,22,22,19,20,3,2,0,0,0,2
2026-01-28,S0147,gradient,mid,Cold_AfterWant,110,40,31,25,28,1,2,1,0,2,5
2026-01-29,S0147,gradient,mid,Cold_AfterWant,99,18,21,21,23,0,3,0,0,0,3
2026-01-30,S0147,gradient,mid,Cold_AfterWant,88,12,24,23,22,1,1,0,1,1,3
2026-01-31,S0147,gradient,mid,Cold_AfterWant,129,23,37,32,39,0,4,0,1,3,8
2026-02-01,S0147,gradient,mid,Cold_AfterWant,66,14,12,12,21,1,0,1,3,0,4
2026-02-02,S0147,gradient,mid,Cold_AfterWant,110,20,25,22,24,3,0,0,0,0,0
2026-02-03,S0147,gradient,mid,Cold_AfterWant,92,22,25,24,37,3,1,0,1,5,7
2026-02-04,S0147,gradient,mid,Cold_AfterWant,114,20,18,17,20,1,1,0,0,1,2
2026-02-05,S0147,gradient,mid,Cold_AfterWant,96,23,20,18,17,0,1,0,0,1,2
2026-02-06,S0147,gradient,mid,Cold_AfterWant,81,20,15,14,31,4,1,0,0,0,1
2026-02-07,S0147,gradient,mid,Cold_AfterWant,70,17,17,17,18,2,0,0,1,1,2
2026-02-08,S0147,gradient,mid,Cold_AfterWant,94,18,22,16,32,1,2,0,0,1,3
2026-02-09,S0147,gradient,mid,Cold_AfterWant,97,16,26,23,22,2,1,0,1,1,3
2026-02-10,S0147,gradient,mid,Cold_AfterWant,104,20,21,18,18,0,3,0,1,2,6
2026-02-11,S0147,gradient,mid,Cold_AfterWant,94,17,26,24,31,3,3,0,2,2,7
2026-02-12,S0147,gradient,mid,Cold_AfterWant,67,13,13,11,17,0,1,1,1,0,3
2026-02-13,S0147,gradient,mid,Cold_AfterWant,63,9,9,9,22,1,1,0,0,0,1
2026-02-14,S0147,gradient,mid,Cold_AfterWant,117,25,30,28,37,3,3,0,1,0,4
2026-02-15,S0147,gradient,mid,Cold_AfterWant,116,25,19,19,31,2,0,2,0,1,3
2026-02-16,S0147,gradient,mid,Cold_AfterWant,107,25,23,20,21,2,2,1,0,1,4
2026-02-17,S0147,gradient,mid,Cold_AfterWant,136,27,25,23,36,4,1,0,0,3,4
2026-02-18,S0147,gradient,mid,Cold_AfterWant,87,13,21,20,22,1,2,0,2,1,5
2026-02-19,S0147,gradient,mid,Cold_AfterWant,139,30,26,24,39,3,0,0,0,1,1
2026-02-20,S0147,gradient,mid,Cold_AfterWant,173,33,32,27,53,3,3,1,1,4,9
2026-02-21,S0147,gradient,mid,Cold_AfterWant,82,15,15,14,20,3,1,0,0,0,1
2026-02-22,S0147,gradient,mid,Cold_AfterWant,98,20,13,12,30,3,1,0,0,1,2
2026-02-23,S0147,gradient,mid,Cold_AfterWant,76,18,13,12,23,2,2,0,1,0,3
2026-02-24,S0147,gradient,mid,Cold_AfterWant,99,17,24,22,28,1,0,1,1,1,3
2026-02-25,S0147,gradient,mid,Cold_AfterWant,75,17,18,18,26,2,2,2,0,1,5
2026-02-26,S0147,gradient,mid,Cold_AfterWant,95,17,26,23,19,0,0,0,0,0,0
2026-02-27,S0147,gradient,mid,Cold_AfterWant,100,19,23,21,26,1,1,0,1,1,3
2026-02-28,S0147,gradient,mid,Cold_AfterWant,87,21,17,13,21,0,1,0,1,0,2
2026-03-01,S0147,gradient,mid,Cold_AfterWant,99,19,30,27,30,1,1,0,0,0,1
2026-03-02,S0147,gradient,mid,Cold_AfterWant,114,23,24,22,42,3,0,0,2,3,5
2026-03-03,S0147,gradient,mid,Cold_AfterWant,122,22,31,31,40,3,3,0,1,3,7
2026-03-04,S0147,gradient,mid,Cold_AfterWant,126,23,15,14,33,0,1,1,1,0,3
2026-03-05,S0147,gradient,mid,Cold_AfterWant,95,22,22,18,29,0,1,0,0,1,2
2026-03-06,S0147,gradient,mid,Cold_AfterWant,89,20,13,9,24,1,2,0,0,0,2
2026-03-07,S0147,gradient,mid,Cold_AfterWant,84,16,7,6,36,0,0,0,0,2,2
2026-03-08,S0147,gradient,mid,Cold_AfterWant,92,16,23,18,17,1,0,0,0,0,0
2026-03-09,S0147,gradient,mid,Cold_AfterWant,91,14,18,15,25,2,3,1,0,1,5
2026-03-10,S0147,gradient,mid,Cold_AfterWant,89,29,23,19,34,2,0,0,1,1,2
2026-03-11,S0147,gradient,mid,Cold_AfterWant,89,12,18,16,27,1,0,0,2,0,2
2026-03-12,S0147,gradient,mid,Cold_AfterWant,84,17,15,14,34,1,0,0,1,0,1
2026-03-13,S0147,gradient,mid,Cold_AfterWant,172,35,40,35,35,4,5,0,1,2,8
2026-03-14,S0147,gradient,mid,Cold_AfterWant,78,17,11,10,14,0,1,0,1,1,3
2026-03-15,S0147,gradient,mid,Cold_AfterWant,98,21,27,25,21,4,2,0,2,1,5
2026-03-16,S0147,gradient,mid,Cold_AfterWant,51,11,10,9,16,0,2,0,0,1,3
2026-03-17,S0147,gradient,mid,Cold_AfterWant,94,21,16,14,24,3,1,2,0,1,4
2026-03-18,S0147,gradient,mid,Cold_AfterWant,105,20,26,25,22,1,2,0,2,1,5
2026-03-19,S0147,gradient,mid,Cold_AfterWant,118,24,31,28,27,2,2,1,0,3,6
2026-03-20,S0147,gradient,mid,Cold_AfterWant,117,24,25,21,44,2,1,1,0,1,3
2026-03-21,S0147,gradient,mid,Cold_AfterWant,90,31,14,13,24,1,3,1,0,1,5
2026-03-22,S0147,gradient,mid,Cold_AfterWant,87,10,21,19,31,2,1,0,2,1,4
2026-03-23,S0147,gradient,mid,Cold_AfterWant,88,10,7,7,26,0,0,0,0,1,1
2026-03-24,S0147,gradient,mid,Cold_AfterWant,74,22,17,14,12,1,0,1,1,0,2
2026-03-25,S0147,gradient,mid,Cold_AfterWant,61,9,7,7,22,1,1,0,0,1,2
2026-03-26,S0147,gradient,mid,Cold_AfterWant,106,15,22,22,30,2,1,1,1,2,5
2026-03-27,S0147,gradient,mid,Cold_AfterWant,119,17,20,16,39,0,1,0,0,1,2
2026-03-28,S0147,gradient,mid,Cold_AfterWant,120,24,26,25,34,3,1,0,2,0,3
2026-03-29,S0147,gradient,mid,Cold_AfterWant,70,19,18,18,17,2,0,0,3,0,3
2026-03-30,S0147,gradient,mid,Cold_AfterWant,106,18,21,18,30,0,1,2,0,0,3
2026-03-31,S0147,gradient,mid,Cold_AfterWant,100,24,22,20,31,7,1,0,0,1,2
2026-04-01,S0147,gradient,mid,Cold_AfterWant,109,15,21,16,30,2,1,0,1,1,3
2026-04-02,S0147,gradient,mid,Cold_AfterWant,109,23,25,23,33,2,0,1,2,1,4
2026-04-03,S0147,gradient,mid,Cold_AfterWant,90,19,16,16,14,1,0,0,2,0,2
2026-04-04,S0147,gradient,mid,Cold_AfterWant,116,29,18,16,33,3,2,0,1,1,4
2026-04-05,S0147,gradient,mid,Cold_AfterWant,95,17,30,27,20,2,2,1,2,2,7
2026-04-06,S0147,gradient,mid,Cold_AfterWant,81,18,16,12,20,1,0,1,1,1,3
2026-04-07,S0147,gradient,mid,Cold_AfterWant,124,28,20,17,33,4,1,0,0,1,2
2026-04-08,S0147,gradient,mid,Cold_AfterWant,72,18,20,18,21,3,0,0,1,2,3
2026-04-09,S0147,gradient,mid,Cold_AfterWant,101,19,25,23,21,2,0,0,3,1,4
2026-04-10,S0147,gradient,mid,Cold_AfterWant,66,17,17,14,8,0,0,1,1,0,2
2026-04-11,S0147,gradient,mid,Cold_AfterWant,82,19,18,17,37,2,3,0,0,1,4
2026-04-12,S0147,gradient,mid,Cold_AfterWant,154,32,46,42,51,6,4,0,1,2,7
2026-04-13,S0147,gradient,mid,Cold_AfterWant,96,19,20,18,19,4,1,1,2,0,4
2026-04-14,S0147,gradient,mid,Cold_AfterWant,116,23,22,21,37,0,3,0,1,2,6
2026-04-15,S0147,gradient,mid,Cold_AfterWant,72,14,17,17,19,2,1,0,3,1,5
2026-04-16,S0147,gradient,mid,Cold_AfterWant,93,25,24,21,22,1,0,0,0,0,0
2026-04-17,S0147,gradient,mid,Cold_AfterWant,122,33,17,14,47,4,1,0,2,3,6
2026-04-18,S0147,gradient,mid,Cold_AfterWant,142,28,24,21,29,0,4,1,3,1,9
2026-04-19,S0147,gradient,mid,Cold_AfterWant,118,15,23,21,26,2,2,0,1,0,3
2026-04-20,S0147,gradient,mid,Cold_AfterWant,123,21,12,12,33,2,3,0,0,1,4
2026-04-21,S0147,gradient,mid,Cold_AfterWant,140,30,32,27,33,1,1,0,1,1,3
2026-04-22,S0147,gradient,mid,Cold_AfterWant,108,28,25,22,26,4,2,1,1,0,4
2026-04-23,S0147,gradient,mid,Cold_AfterWant,74,13,6,5,13,0,3,1,0,0,4
2026-04-24,S0147,gradient,mid,Cold_AfterWant,141,28,22,21,41,2,2,1,0,2,5
2026-04-25,S0147,gradient,mid,Cold_AfterWant,83,14,15,14,29,1,0,0,0,0,0
2026-04-26,S0147,gradient,mid,Cold_AfterWant,131,27,27,22,30,3,4,1,1,2,8
2026-04-27,S0147,gradient,mid,Cold_AfterWant,108,32,16,15,42,3,4,1,0,0,5
2026-04-28,S0147,gradient,mid,Cold_AfterWant,88,22,22,21,33,2,1,1,2,0,4
2026-04-29,S0147,gradient,mid,Cold_AfterWant,98,16,21,20,25,1,1,1,1,1,4
2026-04-30,S0147,gradient,mid,Cold_AfterWant,88,17,20,19,31,3,0,0,2,2,4
2026-01-01,S0148,rhinestone,low,Stable,145,29,18,17,11,2,5,0,2,5,12
2026-01-02,S0148,rhinestone,low,Stable,146,32,24,20,26,5,5,1,1,2,9
2026-01-03,S0148,rhinestone,low,Stable,201,41,36,33,31,5,3,2,1,3,9
2026-01-04,S0148,rhinestone,low,Stable,212,50,27,23,23,2,5,2,4,5,16
2026-01-05,S0148,rhinestone,low,Stable,285,58,33,32,48,4,8,5,1,15,29
2026-01-06,S0148,rhinestone,low,Stable,137,31,13,12,13,1,4,2,1,4,11
2026-01-07,S0148,rhinestone,low,Stable,126,24,12,9,17,1,7,1,0,2,10
2026-01-08,S0148,rhinestone,low,Stable,201,37,26,22,30,7,11,1,0,9,21
2026-01-09,S0148,rhinestone,low,Stable,143,32,15,15,15,3,6,2,3,2,13
2026-01-10,S0148,rhinestone,low,Stable,255,34,39,35,36,7,8,1,3,12,24
2026-01-11,S0148,rhinestone,low,Stable,193,31,38,35,27,7,3,1,1,4,9
2026-01-12,S0148,rhinestone,low,Stable,222,55,33,29,25,5,1,1,1,7,10
2026-01-13,S0148,rhinestone,low,Stable,208,40,27,25,23,1,13,3,1,6,23
2026-01-14,S0148,rhinestone,low,Stable,144,30,23,21,17,3,2,2,0,3,7
2026-01-15,S0148,rhinestone,low,Stable,204,55,25,20,27,5,6,1,0,6,13
2026-01-16,S0148,rhinestone,low,Stable,108,21,16,14,20,2,2,1,3,8,14
2026-01-17,S0148,rhinestone,low,Stable,199,56,41,36,25,4,6,1,4,8,19
2026-01-18,S0148,rhinestone,low,Stable,161,29,27,24,20,3,5,1,2,5,13
2026-01-19,S0148,rhinestone,low,Stable,267,57,33,32,31,7,9,3,3,5,20
2026-01-20,S0148,rhinestone,low,Stable,125,37,14,13,10,1,6,1,0,1,8
2026-01-21,S0148,rhinestone,low,Stable,184,42,31,29,23,5,7,1,6,5,19
2026-01-22,S0148,rhinestone,low,Stable,131,36,24,22,15,3,3,1,0,1,5
2026-01-23,S0148,rhinestone,low,Stable,194,40,27,23,28,2,7,0,3,8,18
2026-01-24,S0148,rhinestone,low,Stable,244,53,24,20,25,5,8,1,2,9,20
2026-01-25,S0148,rhinestone,low,Stable,117,30,16,11,20,2,2,0,2,1,5
2026-01-26,S0148,rhinestone,low,Stable,209,55,28,22,28,3,4,1,5,7,17
2026-01-27,S0148,rhinestone,low,Stable,153,24,20,18,27,5,1,0,2,9,12
2026-01-28,S0148,rhinestone,low,Stable,155,41,15,12,25,3,4,4,2,4,14
2026-01-29,S0148,rhinestone,low,Stable,190,47,25,23,19,3,8,2,0,2,12
2026-01-30,S0148,rhinestone,low,Stable,104,22,13,11,8,2,2,1,2,3,8
2026-01-31,S0148,rhinestone,low,Stable,205,40,34,32,31,5,7,2,3,4,16
2026-02-01,S0148,rhinestone,low,Stable,181,40,19,17,26,2,6,2,2,5,15
2026-02-02,S0148,rhinestone,low,Stable,196,27,21,20,20,2,4,0,1,7,12
2026-02-03,S0148,rhinestone,low,Stable,162,44,26,25,20,2,7,0,5,5,17
2026-02-04,S0148,rhinestone,low,Stable,167,31,23,23,15,1,3,0,0,0,3
2026-02-05,S0148,rhinestone,low,Stable,207,45,22,20,26,3,4,2,1,6,13
2026-02-06,S0148,rhinestone,low,Stable,152,33,17,14,11,0,2,2,0,0,4
2026-02-07,S0148,rhinestone,low,Stable,291,77,41,36,41,7,8,4,5,7,24
2026-02-08,S0148,rhinestone,low,Stable,159,23,12,11,27,1,6,0,1,5,12
2026-02-09,S0148,rhinestone,low,Stable,143,34,23,22,17,2,5,3,1,4,13
2026-02-10,S0148,rhinestone,low,Stable,236,46,36,34,23,4,7,2,3,4,16
2026-02-11,S0148,rhinestone,low,Stable,207,47,26,24,16,4,5,2,4,0,11
2026-02-12,S0148,rhinestone,low,Stable,171,40,21,21,19,3,9,1,0,4,14
2026-02-13,S0148,rhinestone,low,Stable,161,33,25,24,21,4,2,0,1,3,6
2026-02-14,S0148,rhinestone,low,Stable,140,30,20,18,17,0,4,0,2,2,8
2026-02-15,S0148,rhinestone,low,Stable,196,39,38,33,25,5,4,3,1,4,12
2026-02-16,S0148,rhinestone,low,Stable,168,33,23,23,28,4,6,0,3,5,14
2026-02-17,S0148,rhinestone,low,Stable,101,23,15,15,10,0,2,0,1,2,5
2026-02-18,S0148,rhinestone,low,Stable,201,45,24,22,36,2,4,0,1,9,14
2026-02-19,S0148,rhinestone,low,Stable,126,25,22,18,21,3,4,1,1,3,9
2026-02-20,S0148,rhinestone,low,Stable,152,36,24,21,14,1,8,0,3,5,16
2026-02-21,S0148,rhinestone,low,Stable,128,32,12,12,12,1,2,2,2,2,8
2026-02-22,S0148,rhinestone,low,Stable,183,26,24,23,22,3,5,0,2,3,10
2026-02-23,S0148,rhinestone,low,Stable,145,31,21,19,14,2,1,1,2,2,6
2026-02-24,S0148,rhinestone,low,Stable,152,41,23,23,19,2,4,4,2,1,11
2026-02-25,S0148,rhinestone,low,Stable,176,41,19,17,28,1,3,2,3,8,16
2026-02-26,S0148,rhinestone,low,Stable,217,59,25,22,36,3,2,2,1,7,12
2026-02-27,S0148,rhinestone,low,Stable,169,32,24,20,21,3,6,2,2,3,13
2026-02-28,S0148,rhinestone,low,Stable,252,46,50,46,32,6,4,1,3,2,10
2026-03-01,S0148,rhinestone,low,Stable,168,45,34,29,19,5,5,0,2,5,12
2026-03-02,S0148,rhinestone,low,Stable,156,24,23,23,22,6,5,2,1,4,12
2026-03-03,S0148,rhinestone,low,Stable,197,50,19,18,27,3,4,2,1,4,11
2026-03-04,S0148,rhinestone,low,Stable,183,58,26,24,22,3,3,6,2,2,13
2026-03-05,S0148,rhinestone,low,Stable,243,40,46,38,43,7,11,0,2,10,23
2026-03-06,S0148,rhinestone,low,Stable,120,32,20,19,17,1,2,0,3,3,8
2026-03-07,S0148,rhinestone,low,Stable,144,35,22,22,17,4,3,2,1,3,9
2026-03-08,S0148,rhinestone,low,Stable,179,45,30,28,23,4,4,0,1,4,9
2026-03-09,S0148,rhinestone,low,Stable,198,53,31,29,25,2,2,1,7,6,16
2026-03-10,S0148,rhinestone,low,Stable,164,38,24,22,19,3,7,1,2,4,14
2026-03-11,S0148,rhinestone,low,Stable,187,44,21,18,20,2,4,1,0,2,7
2026-03-12,S0148,rhinestone,low,Stable,118,31,20,17,11,1,4,1,0,3,8
2026-03-13,S0148,rhinestone,low,Stable,272,58,41,37,40,5,6,2,2,11,21
2026-03-14,S0148,rhinestone,low,Stable,283,66,29,20,32,2,9,3,2,5,19
2026-03-15,S0148,rhinestone,low,Stable,170,20,29,25,26,5,3,0,1,7,11
2026-03-16,S0148,rhinestone,low,Stable,118,31,13,13,19,3,4,1,2,4,11
2026-03-17,S0148,rhinestone,low,Stable,173,38,27,24,22,4,4,1,1,9,15
2026-03-18,S0148,rhinestone,low,Stable,132,24,18,15,13,0,7,2,3,1,13
2026-03-19,S0148,rhinestone,low,Stable,150,36,15,14,19,2,5,1,0,5,11
2026-03-20,S0148,rhinestone,low,Stable,147,34,17,17,24,3,8,0,1,3,12
2026-03-21,S0148,rhinestone,low,Stable,157,36,27,24,24,6,9,3,1,3,16
2026-03-22,S0148,rhinestone,low,Stable,127,27,17,14,16,3,8,2,1,2,13
2026-03-23,S0148,rhinestone,low,Stable,223,60,29,26,36,5,6,3,4,8,21
2026-03-24,S0148,rhinestone,low,Stable,142,25,9,9,19,1,8,2,1,2,13
2026-03-25,S0148,rhinestone,low,Stable,236,49,29,27,27,4,1,1,2,5,9
2026-03-26,S0148,rhinestone,low,Stable,281,63,40,35,28,3,6,1,3,4,14
2026-03-27,S0148,rhinestone,low,Stable,149,38,24,21,12,2,6,1,2,2,11
2026-03-28,S0148,rhinestone,low,Stable,125,23,17,17,18,2,3,0,1,3,7
2026-03-29,S0148,rhinestone,low,Stable,170,30,19,15,20,2,2,2,0,1,5
2026-03-30,S0148,rhinestone,low,Stable,158,32,14,13,26,3,4,2,0,4,10
2026-03-31,S0148,rhinestone,low,Stable,138,32,15,15,13,1,6,0,0,1,7
2026-04-01,S0148,rhinestone,low,Stable,200,48,31,25,23,1,3,1,2,2,8
2026-04-02,S0148,rhinestone,low,Stable,136,29,18,18,17,2,5,2,0,2,9
2026-04-03,S0148,rhinestone,low,Stable,222,44,24,23,23,4,3,1,0,3,7
2026-04-04,S0148,rhinestone,low,Stable,285,58,34,29,36,4,11,4,3,8,26
2026-04-05,S0148,rhinestone,low,Stable,185,37,25,23,29,0,4,1,2,2,9
2026-04-06,S0148,rhinestone,low,Stable,129,29,18,13,16,2,4,0,0,0,4
2026-04-07,S0148,rhinestone,low,Stable,259,58,34,30,31,4,6,5,3,5,19
2026-04-08,S0148,rhinestone,low,Stable,188,41,24,21,14,1,8,2,3,2,15
2026-04-09,S0148,rhinestone,low,Stable,188,37,20,17,30,6,6,1,2,2,11
2026-04-10,S0148,rhinestone,low,Stable,107,20,15,13,17,3,1,0,1,2,4
2026-04-11,S0148,rhinestone,low,Stable,182,37,29,27,27,5,3,1,5,5,14
2026-04-12,S0148,rhinestone,low,Stable,151,39,14,13,17,1,6,1,2,5,14
2026-04-13,S0148,rhinestone,low,Stable,87,23,9,9,4,0,2,0,1,0,3
2026-04-14,S0148,rhinestone,low,Stable,179,36,25,25,20,3,6,0,1,4,11
2026-04-15,S0148,rhinestone,low,Stable,155,44,24,21,26,5,5,4,0,4,13
2026-04-16,S0148,rhinestone,low,Stable,150,36,27,25,27,3,1,1,0,2,4
2026-04-17,S0148,rhinestone,low,Stable,156,38,20,19,21,3,1,2,2,2,7
2026-04-18,S0148,rhinestone,low,Stable,172,46,22,22,19,7,3,0,2,3,8
2026-04-19,S0148,rhinestone,low,Stable,86,22,17,14,8,2,2,0,0,2,4
2026-04-20,S0148,rhinestone,low,Stable,150,30,18,17,18,0,0,0,2,4,6
2026-04-21,S0148,rhinestone,low,Stable,148,33,31,27,29,4,2,0,2,3,7
2026-04-22,S0148,rhinestone,low,Stable,124,18,15,14,14,1,3,0,2,3,8
2026-04-23,S0148,rhinestone,low,Stable,150,34,16,15,13,1,2,1,1,0,4
2026-04-24,S0148,rhinestone,low,Stable,159,44,19,17,14,4,5,1,1,1,8
2026-04-25,S0148,rhinestone,low,Stable,212,39,25,22,21,4,10,1,2,2,15
2026-04-26,S0148,rhinestone,low,Stable,185,39,36,35,39,4,3,1,4,5,13
2026-04-27,S0148,rhinestone,low,Stable,245,74,41,38,32,7,3,3,4,4,14
2026-04-28,S0148,rhinestone,low,Stable,118,26,16,14,9,2,1,1,1,0,3
2026-04-29,S0148,rhinestone,low,Stable,156,32,33,31,19,7,2,0,2,4,8
2026-04-30,S0148,rhinestone,low,Stable,87,19,16,16,16,2,1,1,2,4,8
2026-01-01,S0149,french,mid,Stable,41,7,4,4,4,1,1,0,0,1,2
2026-01-02,S0149,french,mid,Stable,40,11,5,4,5,2,1,0,0,0,1
2026-01-03,S0149,french,mid,Stable,42,8,7,7,5,1,1,1,0,1,3
2026-01-04,S0149,french,mid,Stable,39,9,9,6,8,1,0,0,0,0,0
2026-01-05,S0149,french,mid,Stable,36,9,1,1,4,0,1,1,0,0,2
2026-01-06,S0149,french,mid,Stable,48,11,10,10,7,1,2,0,1,0,3
2026-01-07,S0149,french,mid,Stable,60,17,6,6,12,1,2,0,1,1,4
2026-01-08,S0149,french,mid,Stable,62,12,7,6,11,4,1,0,1,1,3
2026-01-09,S0149,french,mid,Stable,41,11,7,7,3,0,2,0,1,0,3
2026-01-10,S0149,french,mid,Stable,45,13,10,9,6,1,3,0,0,0,3
2026-01-11,S0149,french,mid,Stable,72,19,14,13,11,3,4,0,0,1,5
2026-01-12,S0149,french,mid,Stable,29,7,2,2,3,0,3,0,0,0,3
2026-01-13,S0149,french,mid,Stable,65,18,13,11,11,2,1,1,1,1,4
2026-01-14,S0149,french,mid,Stable,69,15,12,10,5,3,4,0,1,0,5
2026-01-15,S0149,french,mid,Stable,47,10,10,10,8,3,2,0,1,0,3
2026-01-16,S0149,french,mid,Stable,32,7,6,6,5,1,0,0,2,1,3
2026-01-17,S0149,french,mid,Stable,50,15,5,4,7,2,1,0,0,0,1
2026-01-18,S0149,french,mid,Stable,29,6,7,7,5,2,1,1,1,0,3
2026-01-19,S0149,french,mid,Stable,36,6,2,1,6,0,0,0,0,0,0
2026-01-20,S0149,french,mid,Stable,30,7,9,7,5,2,0,0,0,1,1
2026-01-21,S0149,french,mid,Stable,56,18,6,5,5,0,2,0,2,0,4
2026-01-22,S0149,french,mid,Stable,26,11,3,3,6,1,1,0,0,1,2
2026-01-23,S0149,french,mid,Stable,52,12,6,4,10,1,2,0,0,0,2
2026-01-24,S0149,french,mid,Stable,48,12,7,6,8,2,3,0,0,0,3
2026-01-25,S0149,french,mid,Stable,38,18,5,5,7,1,0,0,1,1,2
2026-01-26,S0149,french,mid,Stable,57,20,7,7,7,1,1,0,0,2,3
2026-01-27,S0149,french,mid,Stable,71,21,9,9,8,0,4,2,2,1,9
2026-01-28,S0149,french,mid,Stable,36,4,2,2,9,0,1,0,0,0,1
2026-01-29,S0149,french,mid,Stable,37,10,5,4,2,0,2,0,1,0,3
2026-01-30,S0149,french,mid,Stable,43,14,8,8,3,1,2,1,1,1,5
2026-01-31,S0149,french,mid,Stable,21,6,6,6,6,2,1,1,0,0,2
2026-02-01,S0149,french,mid,Stable,52,10,3,3,9,1,3,0,0,1,4
2026-02-02,S0149,french,mid,Stable,38,13,12,10,2,0,1,0,1,0,2
2026-02-03,S0149,french,mid,Stable,43,8,4,4,8,1,1,2,0,1,4
2026-02-04,S0149,french,mid,Stable,60,14,14,14,9,2,0,0,2,0,2
2026-02-05,S0149,french,mid,Stable,55,21,12,10,7,0,1,0,0,0,1
2026-02-06,S0149,french,mid,Stable,67,12,15,14,12,3,1,0,1,2,4
2026-02-07,S0149,french,mid,Stable,38,5,3,2,4,1,0,0,0,0,0
2026-02-08,S0149,french,mid,Stable,28,3,3,1,3,1,0,0,0,1,1
2026-02-09,S0149,french,mid,Stable,37,11,5,5,6,3,1,0,1,0,2
